SKU,SKU DESCRIPTION
D02TDZX,IBM TRIRIGA Real Estate and Facilities Management SAAS Enhanced Support Add-on Instance per Month
D02TEZX,IBM TRIRIGA Real Estate and Facilities Management SAAS Premier Support Add-on Instance per Month
D02TFZX,IBM TRIRIGA Real Estate and Facilities Management SAAS Technical Support Advisor Instance per Month
D02TRZX,IBM Security QRadar SOAR Premium Starter Service Engagement Remotely Delivered SW Services
D02TSZX,IBM Security QRadar SOAR Expert Assistance Service Additional Day Engagement Remotely Delivered SW Services
D02TTZX,IBM Security QRadar SOAR Base Starter Service Engagement Remotely Delivered SW Services
D02TYZX,IBM Speech to Text Premium for IBM Cloud Instance 500 Concurrent Connections Pay per Use
D02Y1ZX,IBM Cloud Kubernetes Service for Bare Metal Classic Infrastructure Pay per Use
D02Y2ZX,Red Hat OpenShift on IBM Cloud for Bare Metal Classic Infrastructure Pay per Use
D02Y3ZX,IBM Supply Chain Business Network-AddOn-Sterling Catalog & Transaction Manager for Trading Partners Document per Month
D02YHZX,IBM Spectrum LSF Standard for Platform Symphony Resource Value Unit Monthly License
D02YIZX,IBM Spectrum LSF Standard for Symphony Resource Value Unit Subscription License
D02YNZX,IBM Spectrum LSF RTM Server Install Monthly License
D02YPZX,IBM Spectrum LSF RTM Server Install Subscription License
D02YVZX,IBM Spectrum LSF RTM Data Collectors Resource Value Unit Monthly License
D02YWZX,IBM Spectrum LSF RTM Data ColleSUBors Resource Value Unit Subscription License
D02Z2ZX,IBM Spectrum LSF License Scheduler Resource Value Unit Monthly License
D02Z3ZX,IBM Spectrum LSF License Scheduler Resource Value Unit Subscription License
D02Z9ZX,IBM Spectrum LSF Session Scheduler Resource Value Unit Monthly License
D02ZAZX,IBM Spectrum LSF Session Scheduler Resource Value Unit Subscription License
D02ZFZX,IBM Spectrum LSF Data Manager Simultaneous Session Monthly License
D02ZGZX,IBM Spectrum LSF Data Manager Simultaneous Session Subscription License
D02ZKZX,IBM Spectrum LSF Explorer Install Monthly License
D02ZLZX,IBM Spectrum LSF Explorer Install Subscription License
D02ZRZX,IBM Spectrum LSF Process Manager Concurrent User Monthly License
D02ZSZX,IBM Spectrum LSF Process Manager Concurrent User Subscription License
D02ZXZX,IBM Supply Chain Business Network-AddOn-Sterling Catalog & Transaction Manager for Trading Partners Document Overage
D030LZX,IBM Watson Machine Learning Service Standard Instance Pay per Use
D030MZX,IBM Watson Machine Learning Service Standard Capacity Unit-Hour Pay per Use
D030NZX,IBM Watson Machine Learning Service Essentials Capacity Unit-Hour Pay per Use
D0315ZX,IBM Cloud Hyper Protect DBaaS for MongoDB Gigabyte Backup Gigabyte-Month Pay per Use
D0317ZX,IBM Cloud Hyper Protect DBaaS for MongoDB Gigabyte License Gigabyte-Month Pay per Use
D031JZX,IBM Cloud Hyper Protect DBaaS for PostgreSQL Gigabyte Backup Gigabyte-Month Pay per Use
D031YZX,IBM TRIRIGA SaaS - Restricted Operational Access Add-on Instance per Month
D0323ZX,IBM DevOps Test Hub Test Execution - Medium Floating User Single Install Subscription License
D0328ZX,IBM DevOps Test Hub Test Execution - Medium for IBM Z Floating User Single Install Subscription License
D032DZX,IBM DevOps Test Hub Test Execution - Small Floating User Single Install Subscription License
D032IZX,IBM DevOps Test Hub Test Execution - Small for IBM Z Floating User Single Install Subscription License
D033AZX,IBM Engineering Requirements Quality Assistant Floating User Monthly License
D034SZX,IBM Information Server Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D034WZX,IBM Information Server Cartridge for IBM Cloud Pak for Data IBM Z Virtual Processor Core Subscription License
D0350ZX,IBM Information Server Cartridge for IBM Cloud Pak for Data Non-Production Virtual Processor Core Subscription License
D0354ZX,IBM Information Server Cartridge for IBM Cloud Pak for Data Non-Production IBM Z Virtual Processor Core Subscription License
D035GZX,IBM DataStage Enterprise Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D035KZX,IBM DataStage Enterprise Cartridge for IBM Cloud Pak for Data for IBM Z Virtual Processor Core Subscription License
D035PZX,IBM DataStage Enterprise Cartridge for IBM Cloud Pak for Data Non-Production Virtual Processor Core Subscription License
D035TZX,IBM DataStage Enterprise Cartridge for IBM Cloud Pak for Data Non-Production for IBM Z Virtual Processor Core Subscription License
D0367ZX,IBM Information Server Modernization Virtual Processor Core Subscription License Upgrade
D036EZX,IBM Information Server Modernization IBM Z Virtual Processor Core Subscription License Upgrade
D036LZX,IBM Information Server Modernization Non Production Virtual Processor Core Subscription License Upgrade
D036TZX,IBM Information Server Modernization Non Production IBM Z Virtual Processor Core Subscription License Upgrade
D039MZX,IBM Master Data Management Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D039RZX,IBM Master Data Management Cartridge for IBM Cloud Pak for Data  Virtual Processor Core IBM Z Subscription License
D03AJZX,IBM Master Data Management Modernization Virtual Processor Core Subscription License Upgrade
D03AKZX,IBM Master Data Management Modernization Virtual Processor Core Subscription License
D03BDZX,IBM Master Data Management Modernization Virtual Processor Core IBM Z Subscription License Upgrade
D03BEZX,IBM Master Data Management Modernization Virtual Processor Core for IBM Z Subscription License
D03BJZX,IBM Watson Studio Premium Modernization Virtual Processor Core Subscription License Upgrade
D03BWZX,IBM Watson Studio Premium Modernization Non Production Virtual Processor Core Subscription License Upgrade
D03CIZX,IBM Cognos Analytics Administrator Modernization Authorized User Subscription License Upgrade
D03CPZX,IBM Cognos Analytics Administrator Modernization for IBM Z Authorized User Subscription License Upgrade
D03D7ZX,IBM Cognos Analytics Explorer Modernization Authorized User Subscription License Upgrade
D03DDZX,IBM Cognos Analytics Explorer Modernization for IBM Z Authorized User Subscription License Upgrade
D03DJZX,IBM Cognos Analytics Explorer Modernization Virtual Processor Core Subscription License Upgrade
D03DQZX,IBM Cognos Analytics Explorer Modernization for IBM Z Virtual Processor Core Subscription License Upgrade
D03E6ZX,IBM Cognos Analytics Non-Production Modernization Virtual Processor Core Subscription License Upgrade
D03ECZX,IBM Cognos Analytics Non-Production Modernization for IBM Z Virtual Processor Core Subscription License Upgrade
D03EIZX,IBM Cognos Analytics User Modernization Authorized User Subscription License Upgrade
D03EPZX,IBM Cognos Analytics User Modernization for IBM Z Authorized User Subscription License Upgrade
D03EVZX,IBM Cognos Analytics User Modernization Virtual Processor Core Subscription License Upgrade
D03F1ZX,IBM Cognos Analytics User Modernization for IBM Z Virtual Processor Core Subscription License Upgrade
D03F7ZX,IBM Cognos Analytics Viewer Modernization Authorized User Subscription License Upgrade
D03FDZX,IBM Cognos Analytics Viewer Modernization for IBM Z Authorized User Subscription License Upgrade
D03FJZX,IBM Cognos Analytics Viewer Modernization Virtual Processor Core Subscription License Upgrade
D03FQZX,IBM Cognos Analytics Viewer Modernization for IBM Z Virtual Processor Core Subscription License Upgrade
D03FWZX,IBM Db2 Advanced Edition Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D03G0ZX,IBM Db2 Advanced Edition Cartridge for IBM Cloud Pak for Data on IBM Z Virtual Processor Core Subscription License
D03GDZX,IBM Db2 Standard Edition Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D03GUZX,IBM Cognos Analytics Administrator Cartridge for IBM Cloud Pak for Data Authorized User Subscription License
D03GYZX,IBM Cognos Analytics Administrator Cartridge for IBM Cloud Pak for Data for IBM Z Authorized User Subscription License
D03HAZX,IBM Cognos Analytics Explorer Cartridge for IBM Cloud Pak for Data Authorized User Subscription License
D03HEZX,IBM Cognos Analytics Explorer Cartridge for IBM Cloud Pak for Data for IBM Z Authorized User Subscription License
D03HIZX,IBM Cognos Analytics Explorer Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D03HMZX,IBM Cognos Analytics Explorer Cartridge for IBM Cloud Pak for Data for IBM Z Virtual Processor Core Subscription License
D03HZZX,IBM Cognos Analytics Non-Production Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D03I7ZX,IBM Cognos Analytics User Cartridge for IBM Cloud Pak for Data Authorized User Subscription License
D03IBZX,IBM Cognos Analytics User Cartridge for IBM Cloud Pak for Data for IBM Z Authorized User Subscription License
D03IFZX,IBM Cognos Analytics User Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D03IJZX,IBM Cognos Analytics User Cartridge for IBM Cloud Pak for Data for IBM Z Virtual Processor Core Subscription License
D03INZX,IBM Cognos Analytics Viewer Cartridge for IBM Cloud Pak for Data Authorized User Subscription License
D03ISZX,IBM Cognos Analytics Viewer Cartridge for IBM Cloud Pak for Data for IBM Z Authorized User Subscription License
D03IWZX,IBM Cognos Analytics Viewer Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D03J0ZX,IBM Cognos Analytics Viewer Cartridge for IBM Cloud Pak for Data for IBM Z Virtual Processor Core Subscription License
D03JCZX,IBM Planning Analytics Advanced Cartridge for IBM Cloud Pak for Data Authorized User Subscription License
D03JGZX,IBM Planning Analytics Advanced Cartridge for IBM Cloud Pak for Data Authorized User for IBM Z Subscription License
D03JKZX,IBM Planning Analytics Advanced Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D03JPZX,IBM Planning Analytics Advanced Cartridge for IBM Cloud Pak for Data Virtual Processor Core for IBM Z Subscription License
D03JTZX,IBM DataStage Enterprise Plus Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D03JXZX,IBM DataStage Enterprise Plus Cartridge for IBM Cloud Pak for Data for IBM Z Virtual Processor Core Subscription License
D03K1ZX,IBM DataStage Enterprise Plus Cartridge for IBM Cloud Pak for Data Non-Production Virtual Processor Core Subscription License
D03K5ZX,IBM DataStage Enterprise Plus Cartridge for IBM Cloud Pak for Data Non-Production for IBM Z Virtual Processor Core Subscription License
D03KCZX,IBM DataStage Enterprise Plus Modernization Virtual Processor Core Subscription License Upgrade
D03KKZX,IBM DataStage Enterprise Plus Modernization for IBM Z Virtual Processor Core Subscription License Upgrade
D03KTZX,IBM DataStage Enterprise Plus Modernization Non-Production Virtual Processor Core Subscription License Upgrade
D03L1ZX,IBM DataStage Enterprise Plus Modernization Non-Production for IBM Z Virtual Processor Core Subscription License Upgrade
D03MYZX,IBM DataStage Enterprise Modernization Virtual Processor Core Subscription License Upgrade
D03N5ZX,IBM DataStage Enterprise Modernization for IBM Z Virtual Processor Core Subscription License Upgrade
D03NCZX,IBM DataStage Enterprise Modernization Non Production Virtual Processor Core Subscription License Upgrade
D03NJZX,IBM DataStage Enterprise Modernization Non Production for IBM Z Virtual Processor Core Subscription License Upgrade
D03PVZX,IBM Db2 Advanced Edition Modernization Virtual Processor Core Subscription License Upgrade
D03Q5ZX,IBM Db2 Advanced Edition Modernization on IBM Z Virtual Processor Core Subscription License Upgrade
D03QBZX,IBM Db2 Standard Edition Modernization Virtual Processor Core Subscription License Upgrade
D03QMZX,IBM Informix Enterprise Edition Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D03QRZX,IBM Informix Enterprise Edition Cartridge for IBM Cloud Pak for Data on IBM Z Virtual Processor Core Subscription License
D03RDZX,IBM Informix Enterprise Edition Modernization Virtual Processor Core Subscription License Upgrade
D03RIZX,IBM Informix Enterprise Edition on IBM Z Modernization Virtual Processor Core Subscription License Upgrade
D03V9ZX,IBM Informix Workgroup Edition Cartridge for IBM Cloud Pak for Data Virtual Processor Core Subscription License
D03VHZX,IBM Informix Workgroup Edition Modernization Virtual Processor Core Subscription License Upgrade
D03WUZX,IBM Expert Labs Install Verify - Non-SaaS Engagement Remotely Delivered SW Services
D03WWZX,IBM Expert Labs Build Verify - Non-SaaS Engagement Remotely Delivered SW Services
D03YNZX,IBM Robotic Process Automation as a Service Unattended Bot Agent Concurrent Connection per Month
D03YPZX,IBM Robotic Process Automation as a Service Attended Bot Agent Concurrent Connection per Month
D03YQZX,IBM Robotic Process Automation as a Service Environment Instance per Month
D03YUZX,IBM Robotic Process Automation as a Service Platform Instance per Month
D03YWZX,IBM Robotic Process Automation as a Service Service Level Agreement
D03ZFZX,IBM Garage Architectural Consultancy for Data Science and AI Engagement Remotely Delivered Service
D03ZTZX,IBM Speech to Text Per-Minute Service for Cloud 100 Minutes Pay per Use
D03ZTZX,IBM Speech to Text Per-Minute Service for Cloud 100 Minutes Pay per Use
D03ZUZX,IBM Speech to Text Premium Base 500 Concurrent Connections & 150K Minutes Instance Pay per Use
D0405ZX,IBM watsonx Assistant Enterprise Instance Pay per Use
D0409ZX,MongoDB Atlas  Platinum Credit per Month
D040AZX,MongoDB Atlas Enterprise Credit per Month
D040BZX,MongoDB Atlas Pro Credit per Month
D040DZX,IBM watsonx Assistant Enterprise with Data Isolation Instance Pay per Use
D0414ZX,IBM Cloud Kubernetes Service for Reserved Instances Pay per Use
D0415ZX,Red Hat OpenShift on IBM for Cloud  Reserved Instances Pay per Use
D0425ZX,IBM Db2 Warehouse on Cloud Data Replication Staging Zone Terabyte-Hour Pay per Use
D042PZX,IBM Environmental Intelligence Suite AppPoint per Month
D042PZX,IBM Environmental Intelligence Suite AppPoint per Month
D042PZX,IBM Environmental Intelligence Suite AppPoint per Month
D042QZX,IBM Environmental Intelligence Suite AppPoint Overage
D042QZX,IBM Environmental Intelligence Suite AppPoint Overage
D042QZX,IBM Environmental Intelligence Suite AppPoint Overage
D042RZX,IBM Environmental Intelligence Suite Service Level Agreement
D0431ZX,IBM TRIRIGA Capital Projects Hub SaaS Concurrent User Subscription per Month
D0431ZX,IBM TRIRIGA Capital Projects Hub SaaS Concurrent User Subscription per Month
D0431ZX,IBM TRIRIGA Capital Projects Hub SaaS Concurrent User Subscription per Month
D0431ZX,IBM TRIRIGA Capital Projects Hub SaaS Concurrent User Subscription per Month
D0431ZX,IBM TRIRIGA Capital Projects Hub SaaS Concurrent User Subscription per Month
D0432ZX,IBM TRIRIGA Capital Projects Hub SaaS Concurrent User Overage
D0432ZX,IBM TRIRIGA Capital Projects Hub SaaS Concurrent User Overage
D0432ZX,IBM TRIRIGA Capital Projects Hub SaaS Concurrent User Overage
D0432ZX,IBM TRIRIGA Capital Projects Hub SaaS Concurrent User Overage
D0432ZX,IBM TRIRIGA Capital Projects Hub SaaS Concurrent User Overage
D0433ZX,IBM TRIRIGA Capital Projects Hub SaaS Authorized User Subscription per Month
D0433ZX,IBM TRIRIGA Capital Projects Hub SaaS Authorized User Subscription per Month
D0433ZX,IBM TRIRIGA Capital Projects Hub SaaS Authorized User Subscription per Month
D0433ZX,IBM TRIRIGA Capital Projects Hub SaaS Authorized User Subscription per Month
D0433ZX,IBM TRIRIGA Capital Projects Hub SaaS Authorized User Subscription per Month
D0434ZX,IBM TRIRIGA Capital Projects Hub SaaS Authorized User Overage
D0434ZX,IBM TRIRIGA Capital Projects Hub SaaS Authorized User Overage
D0434ZX,IBM TRIRIGA Capital Projects Hub SaaS Authorized User Overage
D0434ZX,IBM TRIRIGA Capital Projects Hub SaaS Authorized User Overage
